"EmployeeID","FirstName","LastName","Title","ProductName","CategoryName","OrderDate","UnitPrice","Quantity","Discount","sales_no_discount","sales"
3,Janet,Leverling,Sales Representative,Ikura,Seafood,1997-02-18 00:00:00.000,"24.8000",14,0.0,"347.2000",347.2
3,Janet,Leverling,Sales Representative,Filo Mix,Grains/Cereals,1997-02-18 00:00:00.000,"5.6000",20,0.0,"112.0000",112.0
3,Janet,Leverling,Sales Representative,Tarte au sucre,Confections,1997-02-18 00:00:00.000,"39.4000",35,0.0,"1379.0000",1379.0
8,Laura,Callahan,Inside Sales Coordinator,Ikura,Seafood,1997-02-19 00:00:00.000,"24.8000",20,0.2,"496.0000",396.80002
8,Laura,Callahan,Inside Sales Coordinator,Tourtière,Meat/Poultry,1997-02-19 00:00:00.000,"5.9000",6,0.2,"35.4000",28.320002
4,Margaret,Peacock,Sales Representative,Pâté chinois,Meat/Poultry,1997-02-19 00:00:00.000,"19.2000",120,0.1,"2304.0000",2073.5999
4,Margaret,Peacock,Sales Representative,Wimmers gute Semmelknödel,Grains/Cereals,1997-02-19 00:00:00.000,"26.6000",35,0.1,"931.0000",837.89996
4,Margaret,Peacock,Sales Representative,Louisiana Fiery Hot Pepper Sauce,Condiments,1997-02-19 00:00:00.000,"16.8000",28,0.1,"470.4000",423.36
4,Margaret,Peacock,Sales Representative,Original Frankfurter grüne Soße,Condiments,1997-02-19 00:00:00.000,"10.4000",55,0.1,"572.0000",514.8
8,Laura,Callahan,Inside Sales Coordinator,Rössle Sauerkraut,Produce,1997-02-20 00:00:00.000,"36.4000",15,0.0,"546.0000",546.0
8,Laura,Callahan,Inside Sales Coordinator,Gula Malacca,Condiments,1997-02-20 00:00:00.000,"15.5000",100,0.05,"1550.0000",1472.5
1,Nancy,Davolio,Sales Representative,Chocolade,Confections,1997-02-21 00:00:00.000,"10.2000",15,0.1,"153.0000",137.7
1,Nancy,Davolio,Sales Representative,Outback Lager,Beverages,1997-02-21 00:00:00.000,"12.0000",25,0.1,"300.0000",270.0
4,Margaret,Peacock,Sales Representative,Pavlova,Confections,1997-02-21 00:00:00.000,"13.9000",20,0.2,"278.0000",222.40001
4,Margaret,Peacock,Sales Representative,Geitost,Dairy Products,1997-02-21 00:00:00.000,"2.0000",20,0.2,"40.0000",32.0
4,Margaret,Peacock,Sales Representative,Spegesild,Seafood,1997-02-21 00:00:00.000,"9.6000",10,0.2,"96.0000",76.8
8,Laura,Callahan,Inside Sales Coordinator,Chartreuse verte,Beverages,1997-02-24 00:00:00.000,"14.4000",20,0.0,"288.0000",288.0
8,Laura,Callahan,Inside Sales Coordinator,Perth Pasties,Meat/Poultry,1997-02-24 00:00:00.000,"26.2000",50,0.0,"1310.0000",1310.0
8,Laura,Callahan,Inside Sales Coordinator,Sirop d'érable,Condiments,1997-02-24 00:00:00.000,"22.8000",25,0.0,"570.0000",570.0
8,Laura,Callahan,Inside Sales Coordinator,Flotemysost,Dairy Products,1997-02-24 00:00:00.000,"17.2000",30,0.0,"516.0000",516.0
8,Laura,Callahan,Inside Sales Coordinator,Sir Rodney's Scones,Confections,1997-02-25 00:00:00.000,"8.0000",40,0.15,"320.0000",272.0
8,Laura,Callahan,Inside Sales Coordinator,Maxilaku,Confections,1997-02-25 00:00:00.000,"16.0000",21,0.15,"336.0000",285.6
2,Andrew,Fuller,"Vice President, Sales",Raclette Courdavault,Dairy Products,1997-02-25 00:00:00.000,"44.0000",36,0.0,"1584.0000",1584.0
7,Robert,King,Sales Representative,Gumbär Gummibärchen,Confections,1997-02-26 00:00:00.000,"24.9000",30,0.0,"747.0000",747.0
7,Robert,King,Sales Representative,Rössle Sauerkraut,Produce,1997-02-26 00:00:00.000,"36.4000",30,0.0,"1092.0000",1092.0
7,Robert,King,Sales Representative,Ipoh Coffee,Beverages,1997-02-26 00:00:00.000,"36.8000",20,0.0,"736.0000",736.0
7,Robert,King,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-02-26 00:00:00.000,"30.4000",15,0.0,"456.0000",456.0
7,Robert,King,Sales Representative,Flotemysost,Dairy Products,1997-02-26 00:00:00.000,"17.2000",50,0.0,"860.0000",860.0
4,Margaret,Peacock,Sales Representative,Uncle Bob's Organic Dried Pears,Produce,1997-02-27 00:00:00.000,"24.0000",16,0.05,"384.0000",364.8
4,Margaret,Peacock,Sales Representative,Spegesild,Seafood,1997-02-27 00:00:00.000,"9.6000",20,0.05,"192.0000",182.4
4,Margaret,Peacock,Sales Representative,Mozzarella di Giovanni,Dairy Products,1997-02-27 00:00:00.000,"27.8000",40,0.0,"1112.0000",1112.0
8,Laura,Callahan,Inside Sales Coordinator,Scottish Longbreads,Confections,1997-02-28 00:00:00.000,"10.0000",21,0.25,"210.0000",157.5
8,Laura,Callahan,Inside Sales Coordinator,Rhönbräu Klosterbier,Beverages,1997-02-28 00:00:00.000,"6.2000",4,0.25,"24.8000",18.599998
1,Nancy,Davolio,Sales Representative,Sir Rodney's Scones,Confections,1997-02-28 00:00:00.000,"8.0000",40,0.25,"320.0000",240.0
1,Nancy,Davolio,Sales Representative,Nord-Ost Matjeshering,Seafood,1997-02-28 00:00:00.000,"20.7000",28,0.25,"579.6000",434.69998
1,Nancy,Davolio,Sales Representative,Pâté chinois,Meat/Poultry,1997-02-28 00:00:00.000,"19.2000",60,0.25,"1152.0000",864.0
2,Andrew,Fuller,"Vice President, Sales",Konbu,Seafood,1997-03-03 00:00:00.000,"4.8000",1,0.0,"4.8000",4.8
2,Andrew,Fuller,"Vice President, Sales",Tunnbröd,Grains/Cereals,1997-03-03 00:00:00.000,"7.2000",21,0.0,"151.2000",151.2
5,Steven,Buchanan,Sales Manager,Teatime Chocolate Biscuits,Confections,1997-03-04 00:00:00.000,"7.3000",21,0.0,"153.3000",153.3
5,Steven,Buchanan,Sales Manager,Singaporean Hokkien Fried Mee,Grains/Cereals,1997-03-04 00:00:00.000,"11.2000",50,0.0,"560.0000",560.0
4,Margaret,Peacock,Sales Representative,Chef Anton's Cajun Seasoning,Condiments,1997-03-04 00:00:00.000,"17.6000",16,0.2,"281.6000",225.28001
4,Margaret,Peacock,Sales Representative,Ipoh Coffee,Beverages,1997-03-04 00:00:00.000,"36.8000",3,0.0,"110.4000",110.4
4,Margaret,Peacock,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-03-04 00:00:00.000,"30.4000",30,0.2,"912.0000",729.60004
4,Margaret,Peacock,Sales Representative,Camembert Pierrot,Dairy Products,1997-03-04 00:00:00.000,"27.2000",20,0.0,"544.0000",544.0
1,Nancy,Davolio,Sales Representative,Guaraná Fantástica,Beverages,1997-03-05 00:00:00.000,"3.6000",25,0.0,"90.0000",90.0
1,Nancy,Davolio,Sales Representative,Thüringer Rostbratwurst,Meat/Poultry,1997-03-05 00:00:00.000,"99.0000",18,0.1,"1782.0000",1603.7999
1,Nancy,Davolio,Sales Representative,Boston Crab Meat,Seafood,1997-03-05 00:00:00.000,"14.7000",20,0.0,"294.0000",294.0
1,Nancy,Davolio,Sales Representative,Rogede sild,Seafood,1997-03-05 00:00:00.000,"7.6000",30,0.1,"228.0000",205.2
1,Nancy,Davolio,Sales Representative,Valkoinen suklaa,Confections,1997-03-05 00:00:00.000,"13.0000",25,0.0,"325.0000",325.0
4,Margaret,Peacock,Sales Representative,Queso Cabrales,Dairy Products,1997-03-06 00:00:00.000,"16.8000",10,0.0,"168.0000",168.0
4,Margaret,Peacock,Sales Representative,Spegesild,Seafood,1997-03-06 00:00:00.000,"9.6000",5,0.0,"48.0000",48.0
8,Laura,Callahan,Inside Sales Coordinator,Guaraná Fantástica,Beverages,1997-03-06 00:00:00.000,"3.6000",28,0.0,"100.8000",100.8
8,Laura,Callahan,Inside Sales Coordinator,NuNuCa Nuß-Nougat-Creme,Confections,1997-03-06 00:00:00.000,"11.2000",12,0.0,"134.4000",134.4
3,Janet,Leverling,Sales Representative,Nord-Ost Matjeshering,Seafood,1997-03-07 00:00:00.000,"20.7000",8,0.0,"165.6000",165.6
3,Janet,Leverling,Sales Representative,Ipoh Coffee,Beverages,1997-03-07 00:00:00.000,"36.8000",15,0.0,"552.0000",552.0
1,Nancy,Davolio,Sales Representative,Chang,Beverages,1997-03-10 00:00:00.000,"15.2000",40,0.15,"608.0000",516.8
1,Nancy,Davolio,Sales Representative,Pavlova,Confections,1997-03-10 00:00:00.000,"13.9000",35,0.15,"486.5000",413.52502
1,Nancy,Davolio,Sales Representative,Gula Malacca,Condiments,1997-03-10 00:00:00.000,"15.5000",2,0.15,"31.0000",26.35
4,Margaret,Peacock,Sales Representative,Carnarvon Tigers,Seafood,1997-03-11 00:00:00.000,"50.0000",30,0.0,"1500.0000",1500.0
4,Margaret,Peacock,Sales Representative,Tunnbröd,Grains/Cereals,1997-03-11 00:00:00.000,"7.2000",15,0.0,"108.0000",108.0
4,Margaret,Peacock,Sales Representative,Wimmers gute Semmelknödel,Grains/Cereals,1997-03-11 00:00:00.000,"26.6000",8,0.0,"212.8000",212.8
2,Andrew,Fuller,"Vice President, Sales",Uncle Bob's Organic Dried Pears,Produce,1997-03-11 00:00:00.000,"24.0000",30,0.0,"720.0000",720.0
2,Andrew,Fuller,"Vice President, Sales",Gnocchi di nonna Alice,Grains/Cereals,1997-03-11 00:00:00.000,"30.4000",20,0.0,"608.0000",608.0
8,Laura,Callahan,Inside Sales Coordinator,Guaraná Fantástica,Beverages,1997-03-12 00:00:00.000,"3.6000",80,0.05,"288.0000",273.6
8,Laura,Callahan,Inside Sales Coordinator,Manjimup Dried Apples,Produce,1997-03-12 00:00:00.000,"42.4000",18,0.0,"763.2000",763.2
1,Nancy,Davolio,Sales Representative,Geitost,Dairy Products,1997-03-13 00:00:00.000,"2.0000",12,0.0,"24.0000",24.0
1,Nancy,Davolio,Sales Representative,Flotemysost,Dairy Products,1997-03-13 00:00:00.000,"17.2000",12,0.0,"206.4000",206.4
5,Steven,Buchanan,Sales Manager,Tofu,Produce,1997-03-13 00:00:00.000,"18.6000",12,0.0,"223.2000",223.2
5,Steven,Buchanan,Sales Manager,Rössle Sauerkraut,Produce,1997-03-13 00:00:00.000,"36.4000",18,0.0,"655.2000",655.2
5,Steven,Buchanan,Sales Manager,Boston Crab Meat,Seafood,1997-03-13 00:00:00.000,"14.7000",21,0.0,"308.7000",308.7
5,Steven,Buchanan,Sales Manager,Rhönbräu Klosterbier,Beverages,1997-03-13 00:00:00.000,"6.2000",10,0.0,"62.0000",62.0
9,Anne,Dodsworth,Sales Representative,Gorgonzola Telino,Dairy Products,1997-03-14 00:00:00.000,"10.0000",35,0.15,"350.0000",297.5
9,Anne,Dodsworth,Sales Representative,Louisiana Hot Spiced Okra,Condiments,1997-03-14 00:00:00.000,"13.6000",60,0.15,"816.0000",693.60004
9,Anne,Dodsworth,Sales Representative,Lakkalikööri,Beverages,1997-03-14 00:00:00.000,"14.4000",42,0.15,"604.8000",514.08
8,Laura,Callahan,Inside Sales Coordinator,Pâté chinois,Meat/Poultry,1997-03-17 00:00:00.000,"19.2000",2,0.05,"38.4000",36.48
8,Laura,Callahan,Inside Sales Coordinator,Outback Lager,Beverages,1997-03-17 00:00:00.000,"12.0000",12,0.0,"144.0000",144.0
5,Steven,Buchanan,Sales Manager,Chai,Beverages,1997-03-17 00:00:00.000,"14.4000",15,0.0,"216.0000",216.0
5,Steven,Buchanan,Sales Manager,Sir Rodney's Scones,Confections,1997-03-17 00:00:00.000,"8.0000",21,0.25,"168.0000",126.0
5,Steven,Buchanan,Sales Manager,Chartreuse verte,Beverages,1997-03-17 00:00:00.000,"14.4000",20,0.25,"288.0000",216.0
2,Andrew,Fuller,"Vice President, Sales",Ikura,Seafood,1997-03-18 00:00:00.000,"24.8000",20,0.05,"496.0000",471.19998
3,Janet,Leverling,Sales Representative,Côte de Blaye,Beverages,1997-03-19 00:00:00.000,"210.8000",30,0.0,"6324.0000",6324.0
3,Janet,Leverling,Sales Representative,Perth Pasties,Meat/Poultry,1997-03-19 00:00:00.000,"26.2000",28,0.0,"733.6000",733.6
3,Janet,Leverling,Sales Representative,Raclette Courdavault,Dairy Products,1997-03-19 00:00:00.000,"44.0000",60,0.0,"2640.0000",2640.0
3,Janet,Leverling,Sales Representative,Wimmers gute Semmelknödel,Grains/Cereals,1997-03-19 00:00:00.000,"26.6000",30,0.0,"798.0000",798.0
6,Michael,Suyama,Sales Representative,Zaanse koeken,Confections,1997-03-20 00:00:00.000,"7.6000",30,0.0,"228.0000",228.0
6,Michael,Suyama,Sales Representative,Raclette Courdavault,Dairy Products,1997-03-20 00:00:00.000,"44.0000",12,0.0,"528.0000",528.0
8,Laura,Callahan,Inside Sales Coordinator,Maxilaku,Confections,1997-03-20 00:00:00.000,"16.0000",24,0.0,"384.0000",384.0
8,Laura,Callahan,Inside Sales Coordinator,Camembert Pierrot,Dairy Products,1997-03-20 00:00:00.000,"27.2000",40,0.0,"1088.0000",1088.0
1,Nancy,Davolio,Sales Representative,Boston Crab Meat,Seafood,1997-03-21 00:00:00.000,"14.7000",10,0.0,"147.0000",147.0
7,Robert,King,Sales Representative,Sasquatch Ale,Beverages,1997-03-24 00:00:00.000,"11.2000",35,0.05,"392.0000",372.4
7,Robert,King,Sales Representative,Original Frankfurter grüne Soße,Condiments,1997-03-24 00:00:00.000,"10.4000",30,0.05,"312.0000",296.4
3,Janet,Leverling,Sales Representative,Sir Rodney's Scones,Confections,1997-03-24 00:00:00.000,"8.0000",14,0.0,"112.0000",112.0
3,Janet,Leverling,Sales Representative,Boston Crab Meat,Seafood,1997-03-24 00:00:00.000,"14.7000",10,0.0,"147.0000",147.0
3,Janet,Leverling,Sales Representative,Manjimup Dried Apples,Produce,1997-03-24 00:00:00.000,"42.4000",3,0.0,"127.2000",127.2
4,Margaret,Peacock,Sales Representative,Chang,Beverages,1997-03-25 00:00:00.000,"15.2000",20,0.1,"304.0000",273.6
4,Margaret,Peacock,Sales Representative,Aniseed Syrup,Condiments,1997-03-25 00:00:00.000,"8.0000",20,0.1,"160.0000",144.0
4,Margaret,Peacock,Sales Representative,Pâté chinois,Meat/Poultry,1997-03-25 00:00:00.000,"19.2000",30,0.1,"576.0000",518.39996
4,Margaret,Peacock,Sales Representative,Outback Lager,Beverages,1997-03-25 00:00:00.000,"12.0000",60,0.1,"720.0000",648.0
1,Nancy,Davolio,Sales Representative,Queso Cabrales,Dairy Products,1997-03-26 00:00:00.000,"16.8000",5,0.0,"84.0000",84.0
1,Nancy,Davolio,Sales Representative,Manjimup Dried Apples,Produce,1997-03-26 00:00:00.000,"42.4000",25,0.0,"1060.0000",1060.0
1,Nancy,Davolio,Sales Representative,Longlife Tofu,Produce,1997-03-26 00:00:00.000,"8.0000",16,0.0,"128.0000",128.0
2,Andrew,Fuller,"Vice President, Sales",Teatime Chocolate Biscuits,Confections,1997-03-26 00:00:00.000,"7.3000",5,0.0,"36.5000",36.5
2,Andrew,Fuller,"Vice President, Sales",Gumbär Gummibärchen,Confections,1997-03-26 00:00:00.000,"24.9000",30,0.0,"747.0000",747.0
2,Andrew,Fuller,"Vice President, Sales",Tourtière,Meat/Poultry,1997-03-26 00:00:00.000,"5.9000",24,0.25,"141.6000",106.200005
8,Laura,Callahan,Inside Sales Coordinator,Raclette Courdavault,Dairy Products,1997-03-27 00:00:00.000,"44.0000",30,0.0,"1320.0000",1320.0
8,Laura,Callahan,Inside Sales Coordinator,Röd Kaviar,Seafood,1997-03-27 00:00:00.000,"12.0000",20,0.2,"240.0000",192.0
6,Michael,Suyama,Sales Representative,Queso Cabrales,Dairy Products,1997-03-28 00:00:00.000,"16.8000",15,0.25,"252.0000",189.0
6,Michael,Suyama,Sales Representative,Pavlova,Confections,1997-03-28 00:00:00.000,"13.9000",18,0.0,"250.2000",250.2
7,Robert,King,Sales Representative,Raclette Courdavault,Dairy Products,1997-03-31 00:00:00.000,"44.0000",60,0.0,"2640.0000",2640.0
7,Robert,King,Sales Representative,Scottish Longbreads,Confections,1997-03-31 00:00:00.000,"10.0000",30,0.0,"300.0000",300.0
7,Robert,King,Sales Representative,Rhönbräu Klosterbier,Beverages,1997-03-31 00:00:00.000,"6.2000",36,0.0,"223.2000",223.2
8,Laura,Callahan,Inside Sales Coordinator,Gula Malacca,Condiments,1997-03-31 00:00:00.000,"15.5000",15,0.15,"232.5000",197.625
8,Laura,Callahan,Inside Sales Coordinator,Original Frankfurter grüne Soße,Condiments,1997-03-31 00:00:00.000,"10.4000",7,0.15,"72.8000",61.880005
3,Janet,Leverling,Sales Representative,NuNuCa Nuß-Nougat-Creme,Confections,1997-04-01 00:00:00.000,"11.2000",60,0.05,"672.0000",638.39996
3,Janet,Leverling,Sales Representative,Singaporean Hokkien Fried Mee,Grains/Cereals,1997-04-01 00:00:00.000,"11.2000",20,0.05,"224.0000",212.8
4,Margaret,Peacock,Sales Representative,Louisiana Fiery Hot Pepper Sauce,Condiments,1997-04-02 00:00:00.000,"16.8000",15,0.1,"252.0000",226.79999
4,Margaret,Peacock,Sales Representative,Louisiana Hot Spiced Okra,Condiments,1997-04-02 00:00:00.000,"13.6000",10,0.1,"136.0000",122.399994
4,Margaret,Peacock,Sales Representative,Gudbrandsdalsost,Dairy Products,1997-04-02 00:00:00.000,"28.8000",10,0.1,"288.0000",259.19998
4,Margaret,Peacock,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-04-02 00:00:00.000,"30.4000",30,0.0,"912.0000",912.0
3,Janet,Leverling,Sales Representative,Tunnbröd,Grains/Cereals,1997-04-03 00:00:00.000,"7.2000",10,0.0,"72.0000",72.0
3,Janet,Leverling,Sales Representative,Jack's New England Clam Chowder,Seafood,1997-04-03 00:00:00.000,"7.7000",20,0.0,"154.0000",154.0
3,Janet,Leverling,Sales Representative,Original Frankfurter grüne Soße,Condiments,1997-04-03 00:00:00.000,"10.4000",5,0.0,"52.0000",52.0
7,Robert,King,Sales Representative,Gorgonzola Telino,Dairy Products,1997-04-04 00:00:00.000,"10.0000",20,0.05,"200.0000",190.0
7,Robert,King,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-04-04 00:00:00.000,"30.4000",14,0.0,"425.6000",425.6
7,Robert,King,Sales Representative,Mozzarella di Giovanni,Dairy Products,1997-04-04 00:00:00.000,"27.8000",25,0.0,"695.0000",695.0
7,Robert,King,Sales Representative,Original Frankfurter grüne Soße,Condiments,1997-04-04 00:00:00.000,"10.4000",25,0.0,"260.0000",260.0
8,Laura,Callahan,Inside Sales Coordinator,Guaraná Fantástica,Beverages,1997-04-07 00:00:00.000,"4.5000",14,0.0,"63.0000",63.0
8,Laura,Callahan,Inside Sales Coordinator,Boston Crab Meat,Seafood,1997-04-07 00:00:00.000,"18.4000",5,0.0,"92.0000",92.0
8,Laura,Callahan,Inside Sales Coordinator,Singaporean Hokkien Fried Mee,Grains/Cereals,1997-04-07 00:00:00.000,"14.0000",30,0.0,"420.0000",420.0
4,Margaret,Peacock,Sales Representative,Rössle Sauerkraut,Produce,1997-04-08 00:00:00.000,"45.6000",20,0.0,"912.0000",912.0
4,Margaret,Peacock,Sales Representative,Maxilaku,Confections,1997-04-08 00:00:00.000,"20.0000",25,0.0,"500.0000",500.0
6,Michael,Suyama,Sales Representative,Genen Shouyu,Condiments,1997-04-09 00:00:00.000,"15.5000",12,0.05,"186.0000",176.7
6,Michael,Suyama,Sales Representative,Rössle Sauerkraut,Produce,1997-04-09 00:00:00.000,"45.6000",8,0.05,"364.8000",346.56
9,Anne,Dodsworth,Sales Representative,Tourtière,Meat/Poultry,1997-04-09 00:00:00.000,"7.4500",20,0.0,"149.0000",149.0
2,Andrew,Fuller,"Vice President, Sales",Rogede sild,Seafood,1997-04-10 00:00:00.000,"9.5000",21,0.0,"199.5000",199.5
2,Andrew,Fuller,"Vice President, Sales",Perth Pasties,Meat/Poultry,1997-04-10 00:00:00.000,"32.8000",6,0.0,"196.8000",196.8
2,Andrew,Fuller,"Vice President, Sales",Laughing Lumberjack Lager,Beverages,1997-04-10 00:00:00.000,"14.0000",30,0.0,"420.0000",420.0
6,Michael,Suyama,Sales Representative,Tofu,Produce,1997-04-11 00:00:00.000,"23.2500",70,0.0,"1627.5000",1627.5
6,Michael,Suyama,Sales Representative,Louisiana Fiery Hot Pepper Sauce,Condiments,1997-04-11 00:00:00.000,"21.0500",20,0.0,"421.0000",421.0
4,Margaret,Peacock,Sales Representative,Chang,Beverages,1997-04-11 00:00:00.000,"19.0000",12,0.0,"228.0000",228.0
4,Margaret,Peacock,Sales Representative,Sir Rodney's Scones,Confections,1997-04-11 00:00:00.000,"10.0000",12,0.0,"120.0000",120.0
4,Margaret,Peacock,Sales Representative,Perth Pasties,Meat/Poultry,1997-04-11 00:00:00.000,"32.8000",10,0.0,"328.0000",328.0
4,Margaret,Peacock,Sales Representative,Sirop d'érable,Condiments,1997-04-11 00:00:00.000,"28.5000",25,0.0,"712.5000",712.5
3,Janet,Leverling,Sales Representative,Tarte au sucre,Confections,1997-04-14 00:00:00.000,"49.3000",3,0.0,"147.9000",147.9
9,Anne,Dodsworth,Sales Representative,NuNuCa Nuß-Nougat-Creme,Confections,1997-04-15 00:00:00.000,"14.0000",18,0.1,"252.0000",226.79999
9,Anne,Dodsworth,Sales Representative,Outback Lager,Beverages,1997-04-15 00:00:00.000,"15.0000",14,0.1,"210.0000",189.0
7,Robert,King,Sales Representative,Ipoh Coffee,Beverages,1997-04-15 00:00:00.000,"46.0000",15,0.15,"690.0000",586.5
7,Robert,King,Sales Representative,Chocolade,Confections,1997-04-15 00:00:00.000,"12.7500",15,0.15,"191.2500",162.5625
1,Nancy,Davolio,Sales Representative,Konbu,Seafood,1997-04-16 00:00:00.000,"6.0000",10,0.0,"60.0000",60.0
1,Nancy,Davolio,Sales Representative,Chartreuse verte,Beverages,1997-04-16 00:00:00.000,"18.0000",10,0.0,"180.0000",180.0
4,Margaret,Peacock,Sales Representative,Rössle Sauerkraut,Produce,1997-04-17 00:00:00.000,"45.6000",3,0.0,"136.8000",136.8
6,Michael,Suyama,Sales Representative,Thüringer Rostbratwurst,Meat/Poultry,1997-04-18 00:00:00.000,"123.7900",36,0.0,"4456.4400",4456.44
6,Michael,Suyama,Sales Representative,Rhönbräu Klosterbier,Beverages,1997-04-18 00:00:00.000,"7.7500",36,0.1,"279.0000",251.09999
4,Margaret,Peacock,Sales Representative,Chef Anton's Cajun Seasoning,Condiments,1997-04-18 00:00:00.000,"22.0000",50,0.15,"1100.0000",935.0
4,Margaret,Peacock,Sales Representative,Uncle Bob's Organic Dried Pears,Produce,1997-04-18 00:00:00.000,"30.0000",50,0.15,"1500.0000",1275.0
4,Margaret,Peacock,Sales Representative,Northwoods Cranberry Sauce,Condiments,1997-04-18 00:00:00.000,"40.0000",10,0.15,"400.0000",340.0
7,Robert,King,Sales Representative,Guaraná Fantástica,Beverages,1997-04-21 00:00:00.000,"4.5000",10,0.15,"45.0000",38.25
7,Robert,King,Sales Representative,Spegesild,Seafood,1997-04-21 00:00:00.000,"12.0000",9,0.15,"108.0000",91.8
7,Robert,King,Sales Representative,Zaanse koeken,Confections,1997-04-21 00:00:00.000,"9.5000",6,0.15,"57.0000",48.45
7,Robert,King,Sales Representative,Camembert Pierrot,Dairy Products,1997-04-21 00:00:00.000,"34.0000",12,0.15,"408.0000",346.80002
7,Robert,King,Sales Representative,Sir Rodney's Scones,Confections,1997-04-22 00:00:00.000,"10.0000",40,0.2,"400.0000",320.0
7,Robert,King,Sales Representative,Mascarpone Fabioli,Dairy Products,1997-04-22 00:00:00.000,"32.0000",50,0.2,"1600.0000",1280.0
7,Robert,King,Sales Representative,Sirop d'érable,Condiments,1997-04-22 00:00:00.000,"28.5000",15,0.2,"427.5000",342.0
3,Janet,Leverling,Sales Representative,Sir Rodney's Marmalade,Confections,1997-04-22 00:00:00.000,"81.0000",39,0.0,"3159.0000",3159.0
3,Janet,Leverling,Sales Representative,Rössle Sauerkraut,Produce,1997-04-22 00:00:00.000,"45.6000",35,0.0,"1596.0000",1596.0
3,Janet,Leverling,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-04-22 00:00:00.000,"38.0000",70,0.0,"2660.0000",2660.0
3,Janet,Leverling,Sales Representative,Louisiana Fiery Hot Pepper Sauce,Condiments,1997-04-22 00:00:00.000,"21.0500",39,0.0,"820.9500",820.95
3,Janet,Leverling,Sales Representative,Rhönbräu Klosterbier,Beverages,1997-04-22 00:00:00.000,"7.7500",50,0.0,"387.5000",387.5
2,Andrew,Fuller,"Vice President, Sales",Mishi Kobe Niku,Meat/Poultry,1997-04-23 00:00:00.000,"97.0000",16,0.15,"1552.0000",1319.2001
2,Andrew,Fuller,"Vice President, Sales",Pavlova,Confections,1997-04-23 00:00:00.000,"17.4500",50,0.0,"872.5000",872.5
2,Andrew,Fuller,"Vice President, Sales",Schoggi Schokolade,Confections,1997-04-23 00:00:00.000,"43.9000",120,0.0,"5268.0000",5268.0
2,Andrew,Fuller,"Vice President, Sales",Geitost,Dairy Products,1997-04-23 00:00:00.000,"2.5000",16,0.15,"40.0000",34.0
2,Andrew,Fuller,"Vice President, Sales",Camembert Pierrot,Dairy Products,1997-04-23 00:00:00.000,"34.0000",84,0.15,"2856.0000",2427.6
2,Andrew,Fuller,"Vice President, Sales",Carnarvon Tigers,Seafood,1997-04-24 00:00:00.000,"62.5000",25,0.1,"1562.5000",1406.25
2,Andrew,Fuller,"Vice President, Sales",Jack's New England Clam Chowder,Seafood,1997-04-24 00:00:00.000,"9.6500",80,0.1,"772.0000",694.8
2,Andrew,Fuller,"Vice President, Sales",Singaporean Hokkien Fried Mee,Grains/Cereals,1997-04-24 00:00:00.000,"14.0000",20,0.0,"280.0000",280.0
3,Janet,Leverling,Sales Representative,Filo Mix,Grains/Cereals,1997-04-24 00:00:00.000,"7.0000",6,0.0,"42.0000",42.0
3,Janet,Leverling,Sales Representative,Raclette Courdavault,Dairy Products,1997-04-24 00:00:00.000,"55.0000",4,0.0,"220.0000",220.0
3,Janet,Leverling,Sales Representative,Outback Lager,Beverages,1997-04-24 00:00:00.000,"15.0000",6,0.0,"90.0000",90.0
4,Margaret,Peacock,Sales Representative,Guaraná Fantástica,Beverages,1997-04-25 00:00:00.000,"4.5000",5,0.0,"22.5000",22.5
4,Margaret,Peacock,Sales Representative,Côte de Blaye,Beverages,1997-04-25 00:00:00.000,"263.5000",15,0.0,"3952.5000",3952.5
4,Margaret,Peacock,Sales Representative,Gula Malacca,Condiments,1997-04-25 00:00:00.000,"19.4500",9,0.0,"175.0500",175.05
6,Michael,Suyama,Sales Representative,Ikura,Seafood,1997-04-28 00:00:00.000,"31.0000",16,0.05,"496.0000",471.19998
6,Michael,Suyama,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-04-28 00:00:00.000,"38.0000",40,0.0,"1520.0000",1520.0
6,Michael,Suyama,Sales Representative,Camembert Pierrot,Dairy Products,1997-04-28 00:00:00.000,"34.0000",10,0.05,"340.0000",323.0
7,Robert,King,Sales Representative,Guaraná Fantástica,Beverages,1997-04-29 00:00:00.000,"4.5000",8,0.0,"36.0000",36.0
7,Robert,King,Sales Representative,Perth Pasties,Meat/Poultry,1997-04-29 00:00:00.000,"32.8000",5,0.0,"164.0000",164.0
8,Laura,Callahan,Inside Sales Coordinator,Steeleye Stout,Beverages,1997-04-29 00:00:00.000,"18.0000",3,0.0,"54.0000",54.0
8,Laura,Callahan,Inside Sales Coordinator,Jack's New England Clam Chowder,Seafood,1997-04-29 00:00:00.000,"9.6500",10,0.0,"96.5000",96.5
8,Laura,Callahan,Inside Sales Coordinator,Scottish Longbreads,Confections,1997-04-29 00:00:00.000,"12.5000",6,0.0,"75.0000",75.0
